Title,Ingridients,combined
ikan gembung goreng,"ikan gembung, tepung beras, ketumbar bubuk, lada bubuk, garam, kaldu jamur, halus, bawang putih, jahe, kunyit,","ikan gembung goreng ikan gembung, tepung beras, ketumbar bubuk, lada bubuk, garam, kaldu jamur, halus, bawang putih, jahe, kunyit,"
kari gulai gurame,"ikan gurame bersihkan goreng, kari gulai instant, daun jeruk purut, batang serai memarkan, santan instant , garam, gula, kapulaga, cm kayu manis, kaldu bubuk, cabai rawit dihaluskan, jeruk nipis, air,","kari gulai gurame ikan gurame bersihkan goreng, kari gulai instant, daun jeruk purut, batang serai memarkan, santan instant , garam, gula, kapulaga, cm kayu manis, kaldu bubuk, cabai rawit dihaluskan, jeruk nipis, air,"
dori fillet bawang goreng,"ikan dori fillet, jeruk nipis, tepung , garam air es, bawang goreng , bawang merah, terasi sisir, cabe kecil, minyak goreng, garam,","dori fillet bawang goreng ikan dori fillet, jeruk nipis, tepung , garam air es, bawang goreng , bawang merah, terasi sisir, cabe kecil, minyak goreng, garam,"
ikan gurame acar kuning,"ikan gurame , timun, cabe merah, cabe rawit, batang serai, daun jeruk, daun salam, penyedap ayam, daun bawang, jeruk nipis, halus, bawang merah, bawang putih, kemiri, merica, kunyit, jahe, garam,","ikan gurame acar kuning ikan gurame , timun, cabe merah, cabe rawit, batang serai, daun jeruk, daun salam, penyedap ayam, daun bawang, jeruk nipis, halus, bawang merah, bawang putih, kemiri, merica, kunyit, jahe, garam,"
sup ikan patin,"ikan patin , bawang merah, bawang putih, cabe rawit, tomat besar, kunyit, jahe, laos, batang serai, daun salam, daun jeruk, daun bawang + seledri, garamgula penyedap,","sup ikan patin ikan patin , bawang merah, bawang putih, cabe rawit, tomat besar, kunyit, jahe, laos, batang serai, daun salam, daun jeruk, daun bawang + seledri, garamgula penyedap,"
tim ikan kakap merah ala fe,"ikan kakap merah, sendok teh merica, sendok teh garam, jeruk nipis peras airnya, daun bawang serong, daun jeruk , wortel potong korek api, cabe rawit setan utuh, belimbing wuluh serong, cair , saus raja rasa, saus perendam seafood lee kum kee, saus tiram, kecap asin, kecap ikan, minyak wijen, garam, gula, olive oil menumis, , bawang bombay kecil, bawang putih geprek cincang, jahe bakar sebentarkupasgeprekcincang,","tim ikan kakap merah ala fe ikan kakap merah, sendok teh merica, sendok teh garam, jeruk nipis peras airnya, daun bawang serong, daun jeruk , wortel potong korek api, cabe rawit setan utuh, belimbing wuluh serong, cair , saus raja rasa, saus perendam seafood lee kum kee, saus tiram, kecap asin, kecap ikan, minyak wijen, garam, gula, olive oil menumis, , bawang bombay kecil, bawang putih geprek cincang, jahe bakar sebentarkupasgeprekcincang,"
ikan mas cabe ijo ala fe,"ikan mas sedang, sendok teh garam, jeruk nipis peras airnya, tempe potong , ulek halus , bawang merah tipis, bawang putih tipis, kencur, diulek , cabe hijau keriting serong, cabe rawit setan utuh, lengkuas geprek, daun salam, daun jeruk, sendok teh garam, sendok teh gula, sendok teh kaldu bubuk instant suka,","ikan mas cabe ijo ala fe ikan mas sedang, sendok teh garam, jeruk nipis peras airnya, tempe potong , ulek halus , bawang merah tipis, bawang putih tipis, kencur, diulek , cabe hijau keriting serong, cabe rawit setan utuh, lengkuas geprek, daun salam, daun jeruk, sendok teh garam, sendok teh gula, sendok teh kaldu bubuk instant suka,"
pancake kimchi tuna,"cup terigu , cup tepung beras , cup kimchi, kaleng tuna, biji bawang bombay, garam, air, minyak ,","pancake kimchi tuna cup terigu , cup tepung beras , cup kimchi, kaleng tuna, biji bawang bombay, garam, air, minyak ,"
ikan lele masak kuah,"ikan lele, jeruk nipis, minyak goreng, lumuran, ketumbar, kunyit, bawang putih, garam, , bawang merah, bawang putih, cabe rawit , tomat yg kecil, santan kelapa , kecap , gula ,","ikan lele masak kuah ikan lele, jeruk nipis, minyak goreng, lumuran, ketumbar, kunyit, bawang putih, garam, , bawang merah, bawang putih, cabe rawit , tomat yg kecil, santan kelapa , kecap , gula ,"
sarden + sosis,"kaleng sarden kecil, sosis so nice ayam, bawang merah, bawang putih, cabe rawit merah, gula pasir, air, blue band,","sarden + sosis kaleng sarden kecil, sosis so nice ayam, bawang merah, bawang putih, cabe rawit merah, gula pasir, air, blue band,"
bawal pedas merah ala nani,"ikan bawal , tempepotong sesuai selera, , bawang putih, cm kunyit, garam, air, , bawang merah, bawang putih, cabe rawit sesuai selera, cabe merah besar, tomatpotong jd , garam, gula, cm lengkuas, daun jeruk purut, daun kemangi, santan kental, air panas,","bawal pedas merah ala nani ikan bawal , tempepotong sesuai selera, , bawang putih, cm kunyit, garam, air, , bawang merah, bawang putih, cabe rawit sesuai selera, cabe merah besar, tomatpotong jd , garam, gula, cm lengkuas, daun jeruk purut, daun kemangi, santan kental, air panas,"
ikan tongkol segar kuah merah,"ikan tongkol segar, daun salam, sereh , jeruk nipis, daun jeruk, gula garam, bawang merah , bawang bombay , halus , bawang merah, bawang putih, tomat, butir kemiri, cm jahe, cabe merah, cabe rawit ,","ikan tongkol segar kuah merah ikan tongkol segar, daun salam, sereh , jeruk nipis, daun jeruk, gula garam, bawang merah , bawang bombay , halus , bawang merah, bawang putih, tomat, butir kemiri, cm jahe, cabe merah, cabe rawit ,"
gule lele plus,"ikan lele, sachet gulai instan, santan kara kecil, tahu, papan tempe, genggam buncis, biji tomat,","gule lele plus ikan lele, sachet gulai instan, santan kara kecil, tahu, papan tempe, genggam buncis, biji tomat,"
ikan kembung kuah santan,"ikan kembung , tomat merahpotong , daun jeruk, jeruk nipis, santan , daun salam, garam, gula, halus , cabe merah, bawang merah, bawang putih, kemiri, cm kunyit, cm jahe,","ikan kembung kuah santan ikan kembung , tomat merahpotong , daun jeruk, jeruk nipis, santan , daun salam, garam, gula, halus , cabe merah, bawang merah, bawang putih, kemiri, cm kunyit, cm jahe,"
sarden tomat,"kaleng ikan sarden bumbu, tomat, cabai paprika, bawang putih, sendok teh garam,","sarden tomat kaleng ikan sarden bumbu, tomat, cabai paprika, bawang putih, sendok teh garam,"
ikan nila goreng praktis,"ikan nila, jeruk nipis lemon, garam, minyak ,","ikan nila goreng praktis ikan nila, jeruk nipis lemon, garam, minyak ,"
mujair nyat nyat khas bali,"ikan mujair yg panggang, minyak goreng, jeruk nipis, cabe rawit, cabe merah besar, cm kunyit, cm kencur, tomat ukuran besar, bawang putih, bawang merah, terasi, kacang tanah goreng, lada bubuk, garam, gula pasir, air matang,","mujair nyat nyat khas bali ikan mujair yg panggang, minyak goreng, jeruk nipis, cabe rawit, cabe merah besar, cm kunyit, cm kencur, tomat ukuran besar, bawang putih, bawang merah, terasi, kacang tanah goreng, lada bubuk, garam, gula pasir, air matang,"
gulai ikan gabus panggang,"ikan gabus, bawang putih, bawang merah, bawang bombay, kunyit, jahe, ketumbar, btr kemiri, seraidaun jeruk, sachet kara , garam, gula, penyedap, jeruk nipis, cabe, tomat,","gulai ikan gabus panggang ikan gabus, bawang putih, bawang merah, bawang bombay, kunyit, jahe, ketumbar, btr kemiri, seraidaun jeruk, sachet kara , garam, gula, penyedap, jeruk nipis, cabe, tomat,"
tongkol suwir,"ikan tongkol, cabai hijau , cabai keriting, bawang merah, bawang putih, tomat, minyak menumis, garam, penyedap rasa,","tongkol suwir ikan tongkol, cabai hijau , cabai keriting, bawang merah, bawang putih, tomat, minyak menumis, garam, penyedap rasa,"
tumis sarden telur ceplok ala fe,"kaleng sarden makarel besar, butir telur diceplok, bawang merah tipis, bawang putih tipis, cabe rawit merah serong, cabe hijau keriting serong, daun salam remas, lengkuas geprek, jahe geprek, sendok makan gula aren jawa , air,","tumis sarden telur ceplok ala fe kaleng sarden makarel besar, butir telur diceplok, bawang merah tipis, bawang putih tipis, cabe rawit merah serong, cabe hijau keriting serong, daun salam remas, lengkuas geprek, jahe geprek, sendok makan gula aren jawa , air,"
ikan nila kuah,"ikan nila, jeruk nipis, halus, bawang merah, bawang putih, kunyit , cabe merah , cabe rawit , jahe, butir kemiri , tam , lengkuas , batang sereh , daun salam, daun jeruk, tomat uk , garam, air, minyak goreng, penyedap ,","ikan nila kuah ikan nila, jeruk nipis, halus, bawang merah, bawang putih, kunyit , cabe merah , cabe rawit , jahe, butir kemiri , tam , lengkuas , batang sereh , daun salam, daun jeruk, tomat uk , garam, air, minyak goreng, penyedap ,"
iwak lundu betuup a.k.a tumis ikan keting #herinwidodo,"ikan lundu potong kepala, bawang putih, bawang merah, batang serai, cabe rawit, kunyit, cabe merah serong, cabe hijau serong, tomat potong , daun jeruk, minyak, air, garam, asam jawa biji,","iwak lundu betuup a.k.a tumis ikan keting #herinwidodo ikan lundu potong kepala, bawang putih, bawang merah, batang serai, cabe rawit, kunyit, cabe merah serong, cabe hijau serong, tomat potong , daun jeruk, minyak, air, garam, asam jawa biji,"
pindang tongkol kuah santan,"utama , ikan tongkol me beli yg matang, pelengkap , serai , daun salam, lengkuas , cabai hijau , bawang merah, butir kemiri, cabai merah keriting, cabai rawit merah sesuai selera..me suka pedas, garam , kaldu penyedap ayam , kunyit, santan kental , gelas air minum ,","pindang tongkol kuah santan utama , ikan tongkol me beli yg matang, pelengkap , serai , daun salam, lengkuas , cabai hijau , bawang merah, butir kemiri, cabai merah keriting, cabai rawit merah sesuai selera..me suka pedas, garam , kaldu penyedap ayam , kunyit, santan kental , gelas air minum ,"
tuna kecap buncis terong goreng,"m tuna potong dadugoreng, terong ungu potong oreng, buncis potong panjanggoreng, tomat besar, cabe hijau, cabe merah, bawang merah, bawang putih, sendok makam kecap, garammericagula, daun salam, sendok makan minyak goreng,","tuna kecap buncis terong goreng m tuna potong dadugoreng, terong ungu potong oreng, buncis potong panjanggoreng, tomat besar, cabe hijau, cabe merah, bawang merah, bawang putih, sendok makam kecap, garammericagula, daun salam, sendok makan minyak goreng,"
gurame kecap,"ikan gurame, tomat, bawang putih, bawang bombay, bawang merah, cm jahe keprek, batang serai, daun salam, merica, kecap manis, saus tiram, biji cabai rawit potong kecil, daun kemangi, gula, garam, air,","gurame kecap ikan gurame, tomat, bawang putih, bawang bombay, bawang merah, cm jahe keprek, batang serai, daun salam, merica, kecap manis, saus tiram, biji cabai rawit potong kecil, daun kemangi, gula, garam, air,"
kakap goreng asam saus bawang,"ikan kakap, bawang merah, bawang putih, bawang bombay, cabe gendot rawit , wortel, garam, gula, lada bubuk, penyedap rasa, saos sambal, tepung maizena, jeruk nipis,","kakap goreng asam saus bawang ikan kakap, bawang merah, bawang putih, bawang bombay, cabe gendot rawit , wortel, garam, gula, lada bubuk, penyedap rasa, saos sambal, tepung maizena, jeruk nipis,"
pindang tongkol goreng telur,"pack ikan pindang tongkol , butir telur, tepung terigu, lada bubuk, garam, minyak goreng,","pindang tongkol goreng telur pack ikan pindang tongkol , butir telur, tepung terigu, lada bubuk, garam, minyak goreng,"
baso ikan tuna,"am ikan tuna filet, bawang putih, butir telor, tepung sagu, seujung soda kue, merica, bks royco ayam,","baso ikan tuna am ikan tuna filet, bawang putih, butir telor, tepung sagu, seujung soda kue, merica, bks royco ayam,"
gurame panggang teplon padang*,"ikan gurame , yg dihaluskan , bawang merah, bawang putih, kemiri, kunyit seukuran kelingking, jahe cm, cabe merah kriting, cabe rawit, butir merica, tam , lengkuas geprek, serai geprek, daun salam, daun jeruk, kara santan, sendok kecap, perasa , masako sapi, garam, gula,","gurame panggang teplon padang* ikan gurame , yg dihaluskan , bawang merah, bawang putih, kemiri, kunyit seukuran kelingking, jahe cm, cabe merah kriting, cabe rawit, butir merica, tam , lengkuas geprek, serai geprek, daun salam, daun jeruk, kara santan, sendok kecap, perasa , masako sapi, garam, gula,"
dory salted egg,"ikan, g ikan dori, butir telur , tepung maizena, saus, butir kuning telur asin, susu cair, mentega, bawang putih cincang, segenggam daun bawang, sejumput daun parseley, lbr daun kari, lada, garam, gula,","dory salted egg ikan, g ikan dori, butir telur , tepung maizena, saus, butir kuning telur asin, susu cair, mentega, bawang putih cincang, segenggam daun bawang, sejumput daun parseley, lbr daun kari, lada, garam, gula,"
tuna tongkol suwir pete,"tongkol ukuran , halus , bawang merah, bawang putih, cabe besar, cabe rawit , tomat ukuran sedang, terasigaramgula, pelengkap, ikat daun kemangi, pete ,","tuna tongkol suwir pete tongkol ukuran , halus , bawang merah, bawang putih, cabe besar, cabe rawit , tomat ukuran sedang, terasigaramgula, pelengkap, ikat daun kemangi, pete ,"
sarden abc pedas,"kaleng sarden abc pedas, cabe rawit setan, cabe merah, bawang merah, bawang putih, tomat kecil, cm lengkuas, cm jahe, minyak menumis, air,","sarden abc pedas kaleng sarden abc pedas, cabe rawit setan, cabe merah, bawang merah, bawang putih, tomat kecil, cm lengkuas, cm jahe, minyak menumis, air,"
ikan kembung mandi balado,"ikan kembung ukuran sedang, bawang merah, bawang putih, segenggam cabe rawit, tomat besar, segenggam cabe merah besar, garam, penyedap, minyak menumis, jeruk nipis, daun salam #saya skiplagi gak ada,","ikan kembung mandi balado ikan kembung ukuran sedang, bawang merah, bawang putih, segenggam cabe rawit, tomat besar, segenggam cabe merah besar, garam, penyedap, minyak menumis, jeruk nipis, daun salam #saya skiplagi gak ada,"
ikan tongkol kemangi kuning,"ikan tongkol ukuran sedang, ikat kemangi, halus , bawang merah, bawang putih, cabe rawit hijau, kemiri, jahe, kelingking kunyit, tam , daun salam, sereh, cuka, rawit, air, gulagaram lada,","ikan tongkol kemangi kuning ikan tongkol ukuran sedang, ikat kemangi, halus , bawang merah, bawang putih, cabe rawit hijau, kemiri, jahe, kelingking kunyit, tam , daun salam, sereh, cuka, rawit, air, gulagaram lada,"
ikan kembung kecap,"ikan kembung banjar, jeruk nipis, bawang putih, bawang merah, cabe merah keriting , cabe rawit hijau, lengkuas, daun salam, tomat, garam, gula pasir, gula jawa, kecap manis, air, minyak goreng,","ikan kembung kecap ikan kembung banjar, jeruk nipis, bawang putih, bawang merah, cabe merah keriting , cabe rawit hijau, lengkuas, daun salam, tomat, garam, gula pasir, gula jawa, kecap manis, air, minyak goreng,"
pecak ikan mujaer,"ikan mujaer ikan mas ikan gurame, jeruk nipis, daun kemangi, gulagaram, tomat ijo, daun jeruk, minyak goreng, halus, ons kacang tanah goreng, bawang merah, bawang putih, cabe merah kriting, cabe rawit merah, kencur,","pecak ikan mujaer ikan mujaer ikan mas ikan gurame, jeruk nipis, daun kemangi, gulagaram, tomat ijo, daun jeruk, minyak goreng, halus, ons kacang tanah goreng, bawang merah, bawang putih, cabe merah kriting, cabe rawit merah, kencur,"
asam padeh ikan tongkol,"ikan tongkol, jeruk nipis, lb daun sereh, laos, asam kandis, batang kacang panjang, kentang, air, halus, cabe merah kriting, cabe rawit merah, bawang merah, bawang putih, kunyit, jahe, kemiri, garam, penyedap jamur,","asam padeh ikan tongkol ikan tongkol, jeruk nipis, lb daun sereh, laos, asam kandis, batang kacang panjang, kentang, air, halus, cabe merah kriting, cabe rawit merah, bawang merah, bawang putih, kunyit, jahe, kemiri, garam, penyedap jamur,"
ikan mas goreng,"ikan mas, bawang putih, jahe, kunyit, ketumbar, garam, minyak ,","ikan mas goreng ikan mas, bawang putih, jahe, kunyit, ketumbar, garam, minyak ,"
ikan patin asam manis,"ikan patinpotong dadubuang tulangnya, tepung terigu, garam, lada bubuk, saus , sachet saos cabai, sachet saos tomat, butir bawang bombai, gelas air,","ikan patin asam manis ikan patinpotong dadubuang tulangnya, tepung terigu, garam, lada bubuk, saus , sachet saos cabai, sachet saos tomat, butir bawang bombai, gelas air,"
brengkes baung tempoyak simpel,"baungpotong bagian, , tempoyak, cabe kriting giling, kunyit halus, btg seraipotong kecilmemarkan, garamgula pasir, kemangi, pem daun pisang & tusuk gigi,","brengkes baung tempoyak simpel baungpotong bagian, , tempoyak, cabe kriting giling, kunyit halus, btg seraipotong kecilmemarkan, garamgula pasir, kemangi, pem daun pisang & tusuk gigi,"
