Title,Ingredients,Loves,User
tempe mendoan cocolan kecap pedas,"tempe sesuai selera aja yaa., tepung terigu, baking powder, sachet royco ayam ketumbar bubuk, batang daun bawang tipis, pewarna makanan kuning kunyit bubuk aja, air garam, cocolan , bawang putih, cabe rawit, kecap manis , , ,",4,11398
tempe tepung daun jeruk,"papan tempe, sendok makan tepung terigu, sendok makan ketumbar, sesuai selera garam, sendok teh merica, daun jeruk , minyak goreng,",0,11399
sambal ampela usus kentang tempe,"pasang ampela usus, tempe ukuran kecil, kentang ukuran sedang, batang cabai merah, bawang merah, bawang putih, tomat merah, bawang bombay, minyak goreng, garam,",3,11400
ayam tempe geprek,"ayam crispy, sayap ayam potong dua, potong tempe, dibagi tipis, bks tepung , sambel, cengek domba, cabe merah, bawang putih, garam lada micin, pelengkap, timun,",4,11401
tempe bakar,"tempe sedang, kecap, air, garam, gula, air kaldu,",1,11402
kering tempe manis asem,"papan tempe daun , an bawang putih, an bawang merah, an cabe merah biji, lengkuas geprek, salam, gula merah, air asem, kecap manis, garam,",3,11403
tempe tepung sambal merah,"tempe tipis, celupan, tepung bumbu, tepung terigu, air, merah, bawang putih, bawang merah, cabe merah, cabe rawit, tomat, minyak goreng, kecap manis, saus tiram, air, gula garam,",0,11404
puyu tempe masak kecap,"telur puyu , tempe , biji cabe hijau, sachet kecap abc, bawang putih, bawang merah, merica, daun bawang, garampenyedapgula pasir, air,",3,11405
tempe mendoan,"papan tempe, cup tepung gandum, batang daun bawang, batang daun seledri, bumbu, bawang putih parut, ketumbar bubuk, merica bubuk, penyedap knorr, garam, air,",5,11406
sayur kari nangka tempe.,"nangka muda yg rebus secukupkunya , kotak tahu, tempe, santan kara, halus , bawang putih, bawang merah, cabe merah besar, sendok ketumbar, biji kemiri, ladaku, sereh geprek, tomat, garam gula royco,",3,11407
orek tempe,"papan tempe potong dadu, potong dadu, bumbu, cabai merah kriting kasar, cabai hijau kriting kasar, cabai rawit merah kasar, bawang putih cincang kasar, bawang merah, pelengkap, cm lengkuas, daun salam, daun jeruk , kecap manis, kecap pedas , garamgulaladakaldu ayam bubuk,",9,11408
terriyaki tempe sosis makaroni,"papan tempe, sosis, segenggam makaroni ulir, jagung manis , bawang putih , bawang bombay , cm jahe , daun bawang, kecap asin, kecap manis, madu, makan gula, merica, air,",4,11409
tempe orek,"papan tempe, cabe rawit, cabe keriting, bawang merah, bawang putih, lada bubuk, gula pasir, kaldu bubuk , minyak goreng, kecap manis, air,",5,11410
sambalado tempe terong,""" terong ungu cuci n potong"", "" papan tempe potong "", yg dihaluskan ""blender uleg"", cabe merah, tomat kecil, bawang merah, bawang putih, lain, garamgula pasirsedikit royco ayam daun salam,",0,11411
sambel tempe,"papan tempe, bawang putih, cabe rawit, bawang merah, butir merica, garam, sejimpit vetsin, sejimpit gula, minyak goreng,",4,11412
tempe pencur,"papan tempe, tepung , cabe gendut, bawang putih, bawang merah, garam, gula,",5,11413
sayur santan labu siam tempe,"labu siam, tempe ukuran kecilpotong , bks santan kelapa, lbr daun salam, lengkuasgeprek, halus , bawang merah, bawang putih, cabe merah keriting, cabe rawit merah , btr kemiri, garam, penyedap rasa, sdr gula pasir,",10,11414
sate tempe pedas,"potong dadu tempe, batang sereh dimemarkan, cm lengkuas memarkan, daun salam, kecap manis, am gula merah, air santan kental , tusuk sate, minyak menumis, halus , butir bawang merah, bawang putih, cm kunyit, cm jahe, butir kemiri, cabe merah besar, cabe rawit merah, jinten, ketumbar, garam,",11,11415
steak tempe saus suka suka,"papan tempe ukuran sedangkukushaluskan, butir telur, terigu, tapioka, bawang putihhaluskan, garam, gula pasir, merica bubuk, saus , bawang putihcincang, bawang merahcincang, saos tiram, kecap manis, merica hitamhaluskan, air, tapioka dilarutkan air, garam gula, pelengkap, sayuran kukus, kentang goreng,",10,11416
katsu don tempe,"papan tempe , bawang putih, bawang merah, butir telur , masako, tepung roti, merica,",0,11417
balado pare tempe,"pare , papan tempe , halus , butir kemiri, bawang putih, bawang merah, cabe merah , terasi, royco ayam, gula pasir, lbr daun salam,",4,11418
kerang tempe pedas,"papan tempe , kerang , lombok rawit, btr bawang merah, btr bawang putih, btr kemiri, cm kunyit , lmbr daun jeruk, cm laos , air, tomat, gulagarampenyedap rasa, kecap,",2,11419
pecel lele tempe 🦈,"lele, tempe daun, bawang putih, kunyit , daun jeruk, ketumbar, penyedap , garam dikira” tingakat, air merendam lele tempe, minyak goreng, sambal , cabe keriting, cabe rawit merah, tomat, bawang merah, bgkus trasi udang abc, jeruk limau, garam, gula, penyedap rasa,",5,11420
oseng rebung tempe,"iwung rebung, ppn tempe, cabe gendot, bawang merah, bawang putih, garam, gula pasir, kecap manis, minyak utk menumis, penyedap ayam ,",4,11421
tempe bacem,"bgks atw sesuai selera, papan tempe atw sesuai selera, bawang putih halus, ketumbar bubuk, g gula merah, lbr daun salam, ltr air kelapa, gula putih, garam, air biasa,",2,11422
nugget tempe,"papan tempe yg kecil, tepung beras, tapioka, lada bubuk, bawang putih, masako, ketubar bubuk, gula, garam, butir telur, pencelup , sachet tepung sajiku tempe air kental, tepung roti,",1,11423
tempe teri kacang kering,"papan tempe, teri, kacang tanah, daun jeruk, keping gula merah sisir, garam, penyedap rasa, minyak menumis, halus , cabai merah keriting, cabai merah rawit, bawang merah, bawang putih,",10,11424
oseng tempe,"papan tempe potong memanjang, cabe rawit hijau, cabe rawit merah, bawang merah cincang halus, bawang putih cincang halus, kecap, garam, gula pasir,",2,11425
perkedel tempe,"balok tempe, bawang putih yg dihaluskan, butir kuning telur, batang daun bawang tipis, batang daun seledri diirit tipis, garamkaldu bubuklada, baluran, butir putih telur, tepung panir,",15,11426
oseng senthir & tempe entek,"ikat daun senthir , tempe entek, bawang putih, cabai rawit , daun salam, lengkuas , air, sesuai selera garamgula& penyedap rasa, sesuai selera kecap manis,",1,11427
tumis tempe simple,"tempe ukuran sedang, kacang , wortel uk , tomat , bawang merah , bawang putih , cm jahe, cabe merah , saus tiram, sdikit garam, sdikit gula, air,",19,11428
kare telur puyuh tempe,"telur puyuh direbus, papan tempe, halus , bawang merah, bawang putih, kemiri, kunyit bubuk, batang sereh digeprek, lbr daun jeruk, daun salam, laos digeprek, garam, lada bubuk, gula, minyak goreng,",3,11429
bakwan jagung tempe goreng,"btg jagung manis, papan tempe, daun bawang, cabe rawit, terigu, garam, merica bubuk, royco, air, halus**, bawang putih, sejempol kunyit,",0,11430
tempe penyet kemangi,"tempet , cabe merah, bawang merah, bawang putih, ikat daun kemangi, garam, kaldu ayam bubuk, rendaman, bawang putih halus, garam, air,",2,11431
steak tempe krispi,"tempe papan , kuah steak , bawang bombay tipis manja, bawang putih geprek kasar, wortel , secukup gara adagula pasir, sendok makan tepung maizena, saus tiram , minyak ikan, sayur sayuran , kentang lokal, wortel , buncis, tepung ,",3,11432
orek tempe,"tempe, bawang putih, bawang merah, cabe merah keriting, garam, gula pasir, kecap manis,",0,11433
baceman ayam tempe,"potong ayam, potong tempe, daun salam, daun jeruk, lengkuas geprek, blok uk gula merah, asam jawa, ladagaramgula, air minyak goreng, halus, bawang merah, bawang putih, ketumbar san ai bubuk,",8,11434
tumpel pare tempe,"pare , papan tempe, bawang merah, bawang putih cabe rawit bawang putih, cabe rawit, lada bubukmasako lada bubukmasako, garamgula, gelas air, minyak goreng,",4,11435
tumis labu siam tempe telur puyuh,"labu siam, papan tempe, telur puyuh, cabe rawit, bawang merah, bawang putih, lengkuas, gula merah garam terasi,",0,11436
tempe penyet kemangi,"papan tempepotong kotak kecil, kemangi, rendaman tempe, bawang putih, garam, air utk merendam, sambal, bawang merah, bawang putih, cabe merahpotong , cabe rawit , kencur, garam, kaldu ayam bubuk,",8,11437
tumis cape,"ikat kacang panjang, tempe , bawang merah, bawang putih, cabe rawit, cabe merah, gelas air putih matang, gula merah, garam, minyak, penyedap magic,",2,11438
oseng tempe,"tempe kotak, kotak, cabe rawit, bawang merah, bawang putih, gula, garam, daun salam, lengkuas, kecap, royco, minyak,",23,11439
tempe mendoan,"lonjor tempe, tepung terigu, ikat daun bawang, butir bawang putih, garam, air, minyak,",4,11440
sambel tempe penyet,"tempepotong potong, racik tempe goreng, sambel diuleg, cabe keriting, cabe rawit merah, cabe rawit hijau, bawang merah, tomat merah kecil, garamgula pasir minyak goreng,",1,11441
sambal goreng tempe + kentang kering,"papan tempe ukuran rp. didaerah saya, kentang, ulek, bawang putih, bawang merah, garam, lengkuas, cabe rawit , air jeruk nipis , , bawang merah, bawang putih, pelengkap, sachet kecap kental manis ,",3,11442
tempe goreng special,"tempe, bawang putih, bks ketumbar, lada bubuk, kunyit bubuk, garam, batang daun bawang, batang daun seledri, munjung tepung teriguaku pake segitiga, airadonan kental,",4,11443
tumis tempe udang kecap,"papan tempe, am udang, am babycorn , bawang merah, bawang putih, cabai merah besar, lengkuas, daun salam, butir petai, kecap manis, minyak goreng menumis, gulagara halus, air,",3,11444
balado tempe & pete,"papan tempe ukuran sedang, biji pete , tomat ijopotong bagian, secukup nya daun kemangi, rendaman tempe , bawang putih, garam, secukup nya air, haluskan , biji cabe merah kriting, biji cabe rawit, bawang merah, bawang putih, sachet terasi abc bakar, pelengkap , lengkuas, helai seraymemarkan, daun jeruk, garam, gula merah halus,",4,11445
kacang puyuh tempe santan,"ikat kacang panjang, butir telur puyuh, tempe, bumbu, bawang putih, bawang merah, cabe besar, kemiri, kunyit bubuk, laos, salam, santan, serai , sendok minyak, gulagaram,",2,11446
tempe orek,"lempeng tempe x cm potong dadu, butir bawang merah rajang halus, butir bawang putih rajang halus, terasi bakar, cabe gendot potong kasar, cabe merah serong, cabe hijau serong, lengkuas, daun salam, gula merah kasar, kecap manis, gelas air, garam, minyak tempe, minyak menumis,",5,11447
kering tempe pete,"kotak tempepotong korek api, pete potong , bawang merah, bawang putih, cabe merah keriting, cabe rawit merah, tomat potong potong, salam, laos lengkuas geprek, tangkai serai geprek, sendok kecap manis, garam,",5,11448
kering tempe teri,"papan tempepotong , teri, minyak goreng, , bawang merah tipis, bawang putih tipis, cabe merah besarpotong , cabe rawit , cm laosmemarkan, daun salam, air, air asam, gula merahsisir halus, garam,",75,11449
tempe pedas manis,"papan tempe, bawang merah, bawang putih, daun salam, cabe kriting, cabe merah, gula merah, kecap, garam, minyak,",16,11450
tumis buncis tempe kuning simpel,"buncis, tempe, halus, bawang putih, bawang merah, cm kunyit tua, tam , daun salam, lengkuas , jahe , batang sereh, garam, gula merah,",21,11451
tempe tepung sederhana,"papan tempe potong tipis, am tepung terigu, royco, lada bubuk, air, minyak ,",15,11452
kering tempe pedes manis,"papan tempepotong tipis , kacang tanah, lmbr daun jeruk, cabe merah serong, p gulagaram, p kecap manis, halus , bawang merah, bawang putih, cabe rawit,",39,11453
tempe teriyaki,"batang tempepotong dadu memanjang, cabe hijau serong, cabe merah serong, bawang merahrajang, bawang putihrajang, tomat merahbelah , saus teriyaki, kecap manis, garam, gula, daun salam,",14,11454
kotok tempe,"papan tempe, belah , daun salam, daun jeruk, batang sereh , air, santan , minyak goreng, halus, bawang merah, bawang putih, kemiri, cabe kriting, cm kunyit, cm kencur , ketumbar, garamgula,",6,11455
mendoan tempe resep mudah,"am tepung terigu, sendok teh garam, kunyit, ketumbar, bawang putih, papan tempe, daun bawang, air,",15,11456
mendol tempe,"tempe semangit, bawang merah, bawang putih, kencur, cabe rawit, sndk teh ketumbar, terasi, daun jeruk, sndk teh garam, sndk teh kaldu ayam,",3,11457
tempe keripik ayam kfc,"tempe bulat, tepung crispy , tepung beras putih, air dingin air es, garam asin,",12,11458
kering tempe,"kentang , papan tempe , ikan teri, kacang tanah, gula merah, garam, daun jeruk, lengkuas laos, halus, bawang putih, bawang merah, cabai besar, cabai rawit ,",6,11459
tempe goreng empuk,"bumbu, bawang putih, cm kunyit, sendok makan garam, utama, potong tempe, , minyak goreng,",1,11460
tempe bacem,"potong tahu, papan tempe, daun salam, sereh, air kelapa, halus, bawang putih, bawang merah, ketumbar, kemiri, lengkuas, bulatan gula merah, gula pasir, garam, air asam jawa seckpnya,",18,11461
oseng tempe kacang saus tiram,"tempe uk sedang, kacang panjang, bawang putih, bawang merah, cabai merah, lbr daun salam, saus tiram, kecap manis, garam, royko,",41,11462
tumis tempe pedas alahoyy,"papan tempe , cabe merah, cabe rawit, bawang merah, bawang putih, seujung jahe, tomat, cabe hijau , sendok teh garam, air, minyak u ,",3,11463
tumis kacang tempe mudah,"kacang panjang, tempe, bawang merah, bawang putih, cabai merah, gelas air, garam, gula pasir, merica, penyedap ayam, kecap manis,",9,11464
semur tempe kentang,"papan tempepotong kotak , kentangkupas potong kotak , halus , bawang merah, kemiri, bawang putih, minyak goreng, geprek , batang sereh, jahe, lengkuas, , daun salam, bks bubuk ladaku, bubuk ketumbar, kecap manis, garam, gula merah, gelas air matang,",6,11465
tempe sambel bawang,"tempe, cabe rawit setan, bawang putih, minyak , garam gula,",15,11466
sambal goreng tempe kacang teri nasi,"papan tempe uk sedang, kacang tanah, sm teri nasi, bawang merah, bawang putih, cabe merah besar, cabe rawit , bt kemiri san ai, sm asam matang , gula merah sisir, bt daun sereh, laos geprek, lb daun salam, st garam, st merica, sm gula pasir,",50,11467
. lodeh tempe kacang,"lengkuasgeprak, papan tempepotong kotak, ikat kacang panjangpotong pendek, santan, garam, kaldu bubuk, halus , btr bawang merah, bawang putih, kemiri, cabai merah keriting, ebi kering, lengkuas,",43,11468
orak arik tempe,"papan tempe, cm lengkuas geprek, butir bawang merah, butir bawang putih, cabe keriting , butir kemiri, ketumbar, tomat , batang serai, daun jeruk, gula merah, garam, penyedap , minyak menumis,",0,11469
oseng tempe,"tempe panjang, halus, bawang putih, bawang merah, cabe rawit , cabe keriting merah, tam , daun salam, gula merah, gula, garam, kecap manis, minyak goreng,",4,11470
tempe selimut,"papan tempe, mie kering, lada bubuk, garam, minyak goreng, air,",2,11471
steak saos barbeque,"tempe rbrebus or kukus haluskan, tepung cakra, garam, lada, bawang putih bubuk, butir telor, margarine, saus, butir bawang bombay kasar, bawang putih bubuk or bawang putih, sachet saos tomat, sachet saos sambal, lada, garam gula, saos tiram, margarine, sayuran ; bayam & jagungtumis kering,",56,11472
oseng tempe buncis cambah,"tempe, cambah, biji buncis, lonjor petai, , bawang merah, bawang putih, cabai merah+rawit, salam laos, gula merah + putih, penyedap royko,",0,11473
pindang tempe,"pindang layang diganti udang, papan tempe tebal cm, bawang putih tipis, bawang merah tipis, tomat ijo , lengkuas geprek, garam, gula pasir, air,",4,11474
sayur tempe + kecap pedas tampar sendal jepit,"biji tahu, tempe ukuran sedang, cabe merah, bawang putih, bawang merah, biji tomat, botol kecap manis,",40,11475
oseng tempe teri kecap,"papan tempe potong dadu, segenggam teri ukuran , bawang merah tipis, bawang putihgeprek cincang kasar, cabe hijaupotong serong, butir cabe rawitpotong , helai daun bawangpotong, sendok makan lengkuas digiling , saus tiram, kecap manis, garamgulalada, minyak goreng menumis,",9,11476
tumis kacang tempe kecap,"iket kacang *potong potong, papan tempe ""potong potong goreng kering, bombay * , kecap manis, air, garem gula, minyak menumis,",38,11477
oseng tempe kacang,"papan tempe, am kacang panjang, bumbu, bawang merah cincang, bawang putih cincang, chili hijau, chili padi, daun jeruk, sos tiram, kecap bango, garam penyedap, air,",1,11478
nugget tempe,"papan tempe ukuran sedang, daging ayam, butir telur, terigu, , bawang putih, ketumbar bubuk, pelengkap , susu cair, tepung panir tepung roti,",5,11479
tempe oreg cabe hijau,"papan tempe potong dadu, bawang putih, bawang merah, cabe hijau, tomat, cm lengkuasgeprek, lbr daun salam, kecap manis, garam, minyak utk ,",7,11480
tumis kacang tempe cumi,"gula, garam, saos tiram, papan tempe, pack cumi cumi, ikat kacang panjang, masako ayam, bawang putih, bawang merah, mentega, kecap, minyak goreng, air,",3,11481
tempe buncis kuning,"papan tempe, buncis, halus, bawang merah, bawang putih, kemiri, kunyit, daun salam, cabe rawit, air menumis, minyak goreng, gula, garam, royco ayam,",9,11482
